project_id,sprint_id,sprint_duration_days,team_size,avg_experience_years,planned_story_points,completed_story_points,velocity_change_pct,backlog_growth_rate,dependency_blockers,scope_change_requests,bug_count,reopened_issues,code_churn_pct,test_coverage_pct,deployment_failures,avg_work_hours,meeting_hours,attrition_risk_score,communication_delay_hours,unplanned_leave_days,days_remaining,milestone_slippage_days,client_priority,delivery_risk
P332,3,10,5,7.2,30,57,8.9,18.2,0,0,5,2,44.8,80.1,2,8.4,6.0,0.27,4.1,0,50,6,1,0
P358,6,7,4,6.4,46,60,-18.1,23.1,4,1,6,3,40.2,88.6,3,7.1,8.6,0.32,5.4,2,11,5,1,0
P458,11,21,10,4.3,43,21,-15.8,34.5,2,3,6,2,9.3,87.9,0,10.4,9.7,0.73,1.2,0,39,3,1,1
P297,13,10,12,5.1,60,19,16.2,7.0,0,0,7,3,24.2,76.1,1,8.2,6.9,0.86,3.6,0,84,3,1,1
P236,11,10,5,6.9,62,46,18.4,-8.7,0,3,8,2,29.4,74.9,0,7.8,11.1,0.72,7.0,1,75,2,2,0
P417,7,10,10,4.8,69,23,16.6,20.7,1,2,7,2,13.6,50.2,1,10.6,12.6,0.27,1.8,1,34,2,5,1
P264,2,10,6,6.2,53,56,-1.4,-9.4,0,0,6,0,14.5,93.9,2,8.3,7.0,0.54,9.2,2,72,3,4,0
P324,3,7,9,6.5,39,29,-25.4,15.6,4,0,6,2,20.6,87.2,0,10.9,5.0,0.65,11.1,1,84,6,5,1
P406,4,7,6,4.6,32,61,-3.7,16.9,1,3,3,3,7.4,73.1,0,7.5,12.0,0.9,8.1,2,25,3,3,0
P333,10,14,13,4.8,66,35,-4.7,16.3,3,3,8,5,39.2,79.5,0,8.1,3.8,0.59,11.2,0,48,4,2,1
P271,6,21,14,2.4,27,56,14.5,-2.5,2,2,8,2,20.6,59.4,1,8.7,13.5,0.3,5.2,1,48,4,4,0
P251,1,14,14,2.7,56,12,-21.3,-6.5,1,1,10,2,41.6,52.2,2,7.5,7.9,0.59,3.5,2,38,3,4,1
P414,9,14,14,7.3,24,11,-28.0,30.8,0,1,11,5,21.6,88.4,0,7.3,7.9,0.88,5.8,1,53,9,5,1
P473,5,10,8,6.9,26,50,-24.1,14.4,2,2,12,4,5.1,69.6,0,10.6,3.3,0.49,1.9,1,87,4,4,0
P259,13,21,5,1.1,63,39,-25.4,4.5,4,3,7,5,11.2,70.9,0,8.0,12.9,0.23,6.4,1,33,4,3,1
P195,12,10,11,7.1,71,46,-1.1,24.7,0,5,10,1,5.7,93.9,1,9.4,7.4,0.29,9.2,1,83,4,4,0
P332,14,7,11,1.2,31,12,8.7,31.5,1,1,9,4,37.9,53.8,3,9.4,4.0,0.68,2.0,0,40,2,4,0
P279,7,14,10,4.2,60,18,-17.9,8.2,3,2,11,5,12.9,81.3,3,7.6,9.9,0.33,10.8,1,29,5,5,1
P212,9,21,9,1.5,23,17,-29.4,-5.6,1,1,10,2,13.5,88.3,1,8.2,4.0,0.34,11.5,1,68,2,1,0
P417,9,7,4,7.8,59,18,-19.4,21.2,2,2,4,2,42.0,67.6,0,8.1,10.9,0.55,9.1,0,87,2,1,1
P151,1,14,11,7.8,38,26,-7.2,30.8,1,0,5,4,30.1,71.1,0,7.8,13.5,0.6,8.6,1,23,5,3,0
P367,1,21,4,5.3,73,33,-0.1,34.1,1,2,4,2,24.9,50.3,0,9.5,3.6,0.7,11.2,0,77,0,2,0
P394,3,14,11,3.7,20,23,-7.0,26.6,0,1,9,3,37.9,53.5,1,11.0,4.4,0.27,3.2,2,46,1,2,0
P485,6,21,14,4.6,74,63,-24.6,2.1,4,3,9,4,26.5,65.7,0,9.7,5.9,0.88,1.3,2,31,8,1,1
P486,2,14,5,6.3,62,27,15.1,6.1,3,1,7,3,41.9,81.3,0,7.2,14.0,0.34,6.1,0,74,3,4,1
P212,10,10,11,2.6,74,48,-13.7,-3.8,4,1,5,1,38.8,56.5,4,7.4,4.7,0.82,5.9,0,21,3,2,1
P200,12,14,13,4.1,32,56,-12.5,22.1,2,1,10,1,30.4,74.5,1,8.6,9.3,0.51,11.9,0,87,6,5,0
P212,11,14,7,6.2,69,36,18.0,-2.4,3,0,4,1,18.2,88.0,0,9.8,4.0,0.29,3.3,0,45,4,3,1
P180,1,21,10,3.8,72,43,12.1,9.4,4,3,10,3,21.5,78.0,1,8.4,5.0,0.55,11.1,2,20,3,4,1
P286,1,21,8,1.2,71,28,8.4,13.9,0,2,9,5,23.3,88.3,1,9.1,9.1,0.12,7.6,0,78,3,3,0
P212,13,10,11,4.6,61,15,-29.0,7.2,1,0,15,2,34.3,53.9,0,8.3,13.9,0.89,5.2,1,41,8,3,1
P101,5,21,9,6.2,64,39,10.3,-3.3,2,1,11,2,21.7,63.8,1,8.5,3.1,0.19,3.2,2,79,6,5,0
P229,4,14,8,7.8,44,21,-12.7,3.0,2,2,14,6,21.4,53.0,0,10.2,14.7,0.5,10.9,1,87,2,4,1
P319,1,21,4,1.3,63,24,-27.4,18.5,0,1,19,4,43.8,89.3,2,10.1,5.2,0.7,5.5,0,34,4,5,1
P153,4,21,6,4.8,64,48,19.5,22.7,5,0,7,0,40.6,53.8,1,8.7,5.0,0.5,11.5,0,35,3,2,0
P442,3,21,13,4.1,53,73,-29.7,17.7,1,2,7,2,11.2,84.0,4,7.8,6.7,0.57,8.3,0,7,6,2,0
P323,2,10,12,2.7,54,73,15.3,33.5,2,2,12,1,23.3,84.1,1,7.3,10.0,0.78,8.8,1,68,4,1,0
P324,9,10,12,5.5,36,24,-40.0,17.6,1,1,5,1,16.4,57.7,1,10.7,7.5,0.43,8.0,1,15,5,4,1
P484,14,7,8,2.1,45,67,-13.7,0.1,1,3,10,2,5.8,73.5,1,9.4,4.4,0.12,6.7,0,14,6,4,0
P225,11,10,6,3.0,40,10,-38.2,12.1,0,4,7,3,25.7,62.6,1,10.8,7.7,0.48,5.3,1,16,3,4,1
P229,1,10,9,6.5,70,16,14.7,27.6,2,2,11,10,30.2,70.7,1,10.4,6.7,0.18,2.9,1,46,4,3,1
P152,7,10,8,4.2,31,18,-32.4,4.7,2,2,10,4,19.7,57.8,3,7.8,8.9,0.83,1.1,1,39,4,5,1
P271,14,14,4,8.0,35,10,0.4,23.2,3,1,7,6,6.3,79.9,0,10.2,13.2,0.34,6.3,1,11,5,3,0
P317,13,7,5,3.7,71,14,-2.1,25.3,0,1,6,2,15.3,93.0,0,8.5,11.8,0.5,9.3,2,46,7,2,1
P259,4,14,8,4.2,39,56,6.7,32.0,2,3,8,4,31.6,93.5,0,10.7,12.1,0.79,6.0,0,68,4,4,0
P297,5,10,12,3.1,73,19,4.8,8.1,2,3,3,2,44.0,89.8,1,7.5,13.5,0.14,1.1,4,72,4,3,1
P346,10,10,7,2.7,29,11,-38.1,1.7,2,3,6,2,33.3,93.1,1,8.5,6.6,0.53,2.1,0,39,4,4,1
P423,5,7,12,7.5,42,32,-16.7,12.9,3,2,5,2,32.9,92.5,3,8.6,3.2,0.27,1.4,1,37,4,5,0
P302,1,7,6,6.2,74,65,-20.6,34.7,0,0,6,2,23.8,79.8,0,8.8,12.2,0.67,9.3,0,27,1,4,0
P283,6,21,4,3.3,66,28,18.4,30.6,3,1,9,1,11.2,52.2,3,10.5,9.9,0.17,8.6,0,80,2,5,1
P222,13,10,9,5.9,49,47,6.5,2.8,4,1,8,1,41.0,51.0,3,8.8,13.1,0.48,7.5,1,20,5,1,0
P354,9,10,13,7.8,78,56,2.5,-1.1,0,1,7,2,41.5,89.1,3,9.8,5.2,0.34,5.5,1,89,5,5,0
P393,2,14,10,1.5,27,61,-13.5,11.5,5,1,8,5,24.7,72.4,2,9.0,12.0,0.59,8.2,0,32,1,2,0
P379,7,21,7,2.9,70,58,13.5,-2.5,1,1,6,3,9.5,72.4,2,8.5,8.8,0.89,3.2,2,46,3,3,0
P424,6,10,13,2.4,24,32,-39.0,24.1,1,1,2,3,13.5,90.6,3,9.5,9.5,0.72,11.7,1,49,3,1,1
P471,5,14,8,7.1,31,59,-26.3,-8.4,3,0,9,2,17.8,79.3,1,8.9,12.4,0.18,3.0,1,88,5,2,0
P197,4,7,7,2.3,61,26,1.7,0.1,2,0,6,2,18.8,83.2,2,9.2,8.3,0.5,4.2,0,36,4,3,0
P297,4,14,6,3.2,73,57,-9.5,-9.2,0,0,7,3,38.5,93.9,1,9.4,12.7,0.89,5.2,1,21,2,5,0
P494,6,10,4,4.8,33,11,-8.0,0.2,1,2,9,6,25.5,84.5,0,8.9,7.7,0.63,7.9,2,14,2,2,0
P339,4,14,9,5.3,79,71,-15.0,-7.6,2,0,6,5,8.8,94.5,2,7.7,12.0,0.29,3.3,0,36,3,3,0
P243,5,14,13,6.7,73,22,-30.0,20.3,1,0,8,2,32.0,61.9,0,10.0,14.8,0.16,10.1,0,13,5,1,1
P196,13,21,8,3.9,31,70,-30.0,15.7,5,1,12,4,38.7,84.8,1,7.1,4.9,0.87,5.4,0,36,5,2,0
P300,6,21,14,4.7,43,20,-22.3,-0.4,2,3,5,4,14.4,61.8,3,10.4,4.0,0.6,5.8,0,47,0,1,1
P223,5,7,4,7.8,64,36,-11.9,-0.8,2,1,10,3,40.2,61.8,1,7.2,7.1,0.11,3.7,0,33,6,1,0
P286,7,21,8,3.1,72,44,9.4,3.1,3,1,4,3,8.6,56.3,1,10.4,4.4,0.78,2.1,1,24,7,4,1
P425,9,14,9,2.7,72,27,-13.2,25.9,3,0,9,1,41.9,62.4,0,10.6,7.8,0.87,11.5,2,19,3,4,1
P448,10,21,13,6.0,36,70,13.9,-3.2,4,2,12,1,12.4,79.8,0,8.3,6.8,0.89,2.0,1,79,4,1,0
P358,7,10,8,6.4,20,50,-32.8,-4.5,1,2,9,3,13.4,54.3,0,10.1,9.0,0.54,1.8,0,29,2,4,0
P247,7,14,4,3.9,73,52,-23.7,12.9,5,2,8,2,16.0,59.1,1,9.9,9.4,0.16,2.9,0,56,4,4,1
P351,4,14,8,2.5,61,58,-35.8,28.9,1,1,9,3,20.3,71.0,0,8.0,4.3,0.37,5.2,1,71,6,4,1
P445,1,14,13,6.5,77,20,-9.4,0.1,3,2,7,3,36.8,84.8,0,7.5,14.3,0.28,9.5,2,51,7,3,1
P246,14,10,4,5.7,56,60,-34.6,-5.2,2,1,8,2,11.8,70.2,0,8.0,11.7,0.59,4.3,0,70,5,5,1
P247,8,14,14,7.1,30,61,7.7,12.1,1,2,9,4,21.0,67.7,1,9.3,11.5,0.87,4.6,3,62,5,2,0
P451,4,21,6,6.9,61,52,-37.6,22.9,1,0,8,4,37.3,63.1,2,9.6,8.2,0.46,11.3,2,65,0,3,1
P298,1,10,5,2.4,25,67,-11.5,17.8,4,2,3,3,15.4,91.9,0,10.7,5.8,0.74,10.0,0,43,4,1,0
P407,5,14,4,6.8,34,38,-14.8,8.8,7,0,7,1,43.6,73.1,1,9.9,7.0,0.16,9.5,0,30,3,1,0
P227,14,21,7,2.2,60,40,-27.9,-8.2,3,3,6,2,20.9,72.2,0,7.5,14.2,0.87,6.6,2,49,3,1,1
P138,14,21,5,7.0,59,37,-4.8,3.5,5,0,3,2,41.6,55.2,1,7.6,13.9,0.33,6.3,0,47,5,1,0
P437,8,7,8,6.4,42,59,-16.8,31.4,0,0,7,3,32.0,65.1,2,10.5,8.6,0.24,9.1,0,61,3,3,0
P459,4,21,13,5.0,42,45,-28.1,0.0,1,1,5,6,7.0,53.3,1,9.8,6.4,0.11,9.9,1,20,9,1,0
P228,13,21,4,5.5,57,28,9.6,17.6,2,1,11,1,16.1,90.7,2,7.3,8.1,0.28,6.0,2,24,4,3,0
P366,12,7,13,1.7,57,21,-0.4,30.8,2,2,11,3,20.4,80.9,0,7.1,14.3,0.25,10.8,1,59,2,2,0
P250,8,7,4,1.3,68,33,-39.3,12.0,2,1,5,5,36.3,73.6,0,9.7,11.0,0.88,10.9,2,33,4,1,1
P397,8,10,14,3.3,31,74,-9.9,10.1,1,1,10,2,12.0,64.7,1,10.0,11.0,0.19,8.0,2,89,5,4,0
P198,3,21,13,6.7,26,30,-23.7,-3.7,0,2,7,2,38.9,81.8,2,10.4,12.9,0.32,4.5,0,66,3,2,0
P362,9,10,7,4.3,56,35,14.9,34.1,4,2,12,3,6.6,51.9,0,9.5,9.2,0.21,3.5,1,36,5,4,0
P351,3,10,10,2.6,35,44,3.5,-2.0,0,2,11,6,10.0,56.8,2,9.9,7.7,0.16,6.6,0,16,4,1,0
P243,1,14,5,6.8,74,67,-3.3,11.7,1,2,15,4,28.8,90.4,1,10.1,12.6,0.26,7.8,1,26,2,5,0
P445,2,10,5,2.6,57,51,-34.7,-2.3,3,2,8,3,8.5,66.6,0,9.4,7.5,0.44,9.5,0,47,4,4,1
P211,6,10,4,6.7,59,38,15.8,5.7,1,2,7,3,44.7,57.4,1,10.6,6.2,0.22,8.7,2,32,7,2,0
P159,12,10,8,4.2,54,38,-31.3,29.8,1,0,5,2,25.0,83.7,1,9.1,9.6,0.54,7.3,0,43,5,1,1
P468,10,10,9,4.2,59,18,-13.0,18.9,1,3,9,2,39.8,56.9,0,7.3,8.9,0.46,1.5,0,13,2,5,1
P101,2,7,9,2.9,48,11,0.9,-9.6,1,2,11,2,28.0,75.0,0,9.4,12.3,0.7,4.5,1,74,5,4,1
P484,6,21,5,7.3,58,11,-10.3,33.5,2,1,13,2,38.1,57.5,0,10.1,6.5,0.79,9.5,0,68,4,1,1
P403,14,14,10,1.6,36,27,12.9,25.3,2,4,5,3,43.6,85.2,0,8.7,9.5,0.29,9.4,1,80,2,2,0
P353,1,7,9,2.0,70,66,10.1,34.9,1,1,5,3,10.0,77.2,1,7.2,9.0,0.86,10.3,2,23,7,3,0
P239,11,14,11,5.5,45,32,-31.9,24.3,1,2,3,2,44.4,51.4,2,9.5,4.4,0.26,5.3,3,87,2,1,0
P136,13,14,9,7.0,39,28,-2.9,24.4,3,0,10,0,30.7,58.1,0,10.5,12.7,0.86,5.2,1,56,2,2,0
P259,1,7,12,1.7,65,28,-36.9,21.5,1,0,5,1,28.7,69.0,0,9.7,7.3,0.41,11.4,1,19,6,2,1
P108,5,10,13,6.1,44,67,3.2,9.0,0,1,4,3,43.6,60.8,0,10.3,3.9,0.73,10.1,3,67,1,1,0
P332,10,7,5,6.2,79,58,4.2,4.2,1,1,4,2,11.0,94.9,0,7.8,10.2,0.3,9.6,0,89,1,4,0
P198,13,14,10,5.1,57,54,-19.3,13.6,2,1,3,2,38.0,72.5,1,9.7,12.2,0.7,1.4,0,70,4,5,0
P246,11,14,8,4.4,58,37,7.2,-2.0,2,0,7,2,39.5,53.1,2,7.5,7.4,0.68,5.4,1,19,4,3,0
P403,9,10,4,3.2,56,59,-0.8,22.5,0,1,9,4,16.9,55.6,0,8.7,9.4,0.4,8.1,2,80,7,4,0
P307,14,7,6,3.5,38,20,-9.8,34.9,2,2,10,3,14.4,72.5,0,10.5,4.3,0.48,1.8,2,57,3,5,0
P230,8,21,7,5.7,40,64,-12.7,17.0,3,1,11,4,27.1,81.1,1,10.3,14.4,0.34,5.8,0,59,6,2,0
P251,3,14,5,1.5,51,18,-33.5,28.5,2,2,8,4,32.4,85.0,3,10.4,8.8,0.11,11.2,0,85,2,4,1
P153,3,7,10,5.1,47,23,-8.1,-2.2,6,2,10,1,34.1,59.9,0,7.2,6.1,0.17,10.1,0,24,9,3,0
P219,1,10,4,3.0,58,30,-30.6,27.1,2,0,8,2,15.6,54.3,1,8.7,6.4,0.6,1.4,0,82,4,3,1
P260,14,10,6,4.3,60,57,-0.6,30.8,1,1,12,5,34.7,51.8,1,7.8,11.5,0.26,3.8,0,70,5,2,0
P215,3,21,12,4.9,31,67,-4.3,27.7,2,0,7,3,43.0,86.6,1,9.4,12.9,0.43,9.1,1,15,2,1,0
P174,14,14,14,7.2,76,18,-22.6,18.2,1,0,6,2,34.0,94.0,3,10.6,4.6,0.55,6.0,0,29,5,1,1
P212,12,21,5,5.1,66,27,-25.2,31.7,0,2,11,6,11.5,59.1,0,9.9,7.9,0.41,4.3,1,86,5,2,1
P203,12,21,8,2.6,34,21,-11.4,33.3,2,1,8,1,14.8,63.2,1,9.7,14.4,0.19,11.9,1,89,1,2,0
P439,12,21,7,1.6,47,25,-9.3,26.7,3,2,12,5,24.3,57.3,1,7.2,11.0,0.35,6.5,0,16,2,4,0
P353,13,21,6,5.4,75,46,7.9,14.6,2,1,14,6,43.2,74.2,1,7.8,11.7,0.62,10.8,2,54,6,2,1
P326,11,10,8,4.8,40,29,-21.8,27.6,4,0,4,5,15.8,58.6,0,10.0,11.0,0.42,9.2,1,76,4,3,0
P211,1,14,9,5.7,35,29,-15.8,6.7,1,0,5,2,42.0,84.8,1,9.1,10.1,0.86,4.0,0,25,5,3,0
P198,8,21,4,4.2,42,24,-19.4,5.6,1,1,6,2,26.9,67.0,0,8.3,7.4,0.31,7.3,1,42,1,2,0
P252,1,14,5,6.8,71,34,-16.4,5.7,4,1,16,3,13.9,69.7,1,10.5,9.8,0.12,2.6,2,54,3,4,1
P448,5,10,4,7.4,45,26,-6.0,-1.0,3,1,7,4,40.1,72.7,1,8.9,9.1,0.15,10.3,0,60,3,3,0
P483,9,10,6,1.3,34,21,-6.6,18.0,0,2,12,4,30.3,73.4,0,9.6,5.8,0.14,3.0,1,78,5,3,0
P465,7,7,11,6.2,56,51,-18.3,19.8,0,2,7,3,6.0,59.8,0,10.0,6.9,0.73,7.8,1,16,2,3,0
P437,4,7,11,1.2,31,48,-3.9,28.7,3,1,8,9,6.1,77.8,0,10.1,6.0,0.3,9.8,1,82,8,2,0
P293,11,14,7,4.1,23,65,-3.0,21.3,2,0,9,2,20.5,56.8,0,8.4,11.1,0.62,9.1,1,78,7,1,0
P409,9,7,9,4.2,54,62,-8.4,25.1,8,0,4,2,33.2,57.7,1,7.4,5.6,0.5,10.2,2,36,6,5,0
P262,9,21,12,5.9,50,56,-12.9,21.0,4,0,9,2,18.5,90.5,0,8.5,14.7,0.22,6.0,1,82,4,5,0
P307,2,14,10,3.5,46,34,-35.3,21.4,2,0,11,4,28.7,55.5,0,8.5,11.0,0.55,11.4,1,85,5,2,1
P268,10,10,5,6.7,51,59,-7.5,5.3,1,2,10,3,33.8,58.8,1,10.7,8.6,0.64,7.1,2,84,8,3,0
P260,10,10,14,3.4,52,42,2.8,33.5,3,1,9,2,33.6,91.3,1,9.0,6.2,0.26,4.7,0,32,5,2,0
P167,11,21,5,3.4,32,38,-27.1,18.7,5,3,6,2,18.6,85.5,2,7.3,4.6,0.4,8.0,1,25,2,3,0
P388,12,7,6,2.6,56,12,6.7,16.4,1,1,9,5,7.9,52.6,2,8.1,5.4,0.48,11.5,1,22,6,1,1
P497,6,14,11,5.8,63,48,-4.8,28.1,4,4,3,2,33.2,69.2,1,9.7,4.7,0.66,9.2,2,31,4,1,0
P376,4,14,13,1.5,21,13,-25.7,8.9,0,1,8,1,32.3,75.3,3,10.8,10.3,0.22,11.5,3,86,3,4,0
P403,8,21,12,3.5,57,46,-30.2,-5.7,1,3,5,2,43.9,64.2,0,7.4,3.8,0.12,4.5,2,56,6,4,0
P483,12,7,6,2.9,56,15,-25.3,0.8,2,2,7,3,44.4,93.3,0,8.9,9.2,0.4,2.5,1,72,1,3,1
P491,11,14,12,2.6,78,19,5.5,26.4,3,0,15,2,38.6,88.7,2,7.5,9.3,0.41,7.3,3,80,4,1,1
P234,7,21,13,1.4,69,21,-25.0,22.9,1,1,11,3,26.1,51.6,1,8.0,4.5,0.37,7.5,1,70,2,1,1
P294,7,14,11,2.3,75,12,1.0,-4.7,0,5,7,3,25.6,77.5,0,8.4,6.3,0.6,1.3,1,14,3,5,1
P227,11,10,8,4.1,24,74,-7.3,-6.9,1,1,5,5,21.0,56.8,4,9.1,6.7,0.45,7.3,3,82,6,4,0
P132,10,14,14,4.5,37,73,-7.2,18.0,2,2,10,7,7.4,89.9,1,9.1,5.6,0.16,9.3,0,30,8,5,0
P275,9,14,13,2.9,67,44,11.2,32.2,2,3,9,2,9.2,62.0,1,7.7,14.7,0.28,1.9,0,64,2,5,0
P470,13,14,6,5.6,36,33,12.5,-2.1,2,3,10,4,19.0,61.3,1,9.0,9.7,0.58,5.4,2,83,2,1,0
P474,5,7,14,3.4,21,56,-7.8,14.7,1,0,2,2,9.4,86.4,1,7.3,4.6,0.36,8.3,1,58,1,2,0
P121,6,7,10,3.6,68,61,-36.1,26.5,5,0,5,3,5.5,74.8,1,7.0,6.6,0.4,10.1,0,44,3,2,1
P337,1,21,12,6.5,61,43,-30.3,13.8,0,0,12,2,26.0,90.3,1,7.3,8.7,0.63,4.6,1,43,4,4,1
P257,6,7,9,4.9,77,34,16.9,5.8,5,2,10,5,19.6,82.7,1,10.7,9.1,0.13,4.1,3,69,3,2,1
P137,2,14,6,7.7,54,38,-31.9,25.6,4,0,9,3,15.7,80.5,0,10.7,9.8,0.54,9.1,2,39,4,5,1
P329,6,14,8,3.5,33,73,10.1,24.7,2,0,8,4,36.3,58.3,0,10.0,10.1,0.49,1.2,1,82,2,2,0
P464,9,7,10,6.8,70,62,-7.6,27.4,2,1,8,2,44.9,51.4,3,8.9,14.1,0.21,1.5,1,37,5,3,0
P150,8,7,11,6.2,31,67,-33.2,32.5,2,3,9,4,6.4,86.1,1,10.1,11.3,0.89,9.3,0,19,4,3,0
P363,9,14,7,7.2,77,50,15.2,-3.2,3,1,6,4,32.9,67.7,1,8.8,12.2,0.48,4.2,2,73,2,2,1
P382,13,14,5,7.7,52,60,15.7,5.3,1,3,10,2,29.6,82.3,0,10.4,3.3,0.86,6.0,1,87,0,4,0
P126,10,10,13,1.1,26,27,-3.1,34.4,5,1,13,6,24.3,81.3,1,7.7,8.0,0.69,9.1,2,31,3,2,0
P325,8,21,5,1.6,77,50,-16.7,16.8,0,0,6,1,29.9,93.0,2,8.0,13.7,0.61,11.5,1,83,6,1,1
P376,3,7,6,5.7,58,70,-3.6,20.2,5,1,9,4,32.5,54.9,0,8.1,14.2,0.84,1.6,2,11,6,5,0
P385,8,21,11,3.7,64,33,-2.3,29.8,2,0,8,4,14.4,64.7,1,9.7,7.2,0.73,4.7,0,39,6,2,1
P196,6,14,4,6.7,28,56,-2.7,21.1,5,1,10,5,33.0,63.8,2,7.5,3.8,0.77,11.9,1,41,0,5,0
P383,13,21,10,1.1,24,37,4.0,20.7,4,3,6,6,32.1,55.1,1,7.9,14.8,0.72,4.8,0,21,7,1,0
P466,6,7,9,6.6,23,45,-36.0,-5.3,3,1,6,3,12.9,52.7,2,10.4,5.4,0.77,10.8,1,25,7,5,0
P416,6,7,5,1.9,51,30,-33.8,12.8,1,0,7,4,23.3,74.4,3,7.3,4.6,0.69,8.6,2,76,3,3,1
P403,3,21,12,3.0,24,65,-23.0,20.3,3,3,9,1,15.5,60.4,1,9.5,10.1,0.42,9.7,2,56,3,3,0
P246,10,7,8,7.8,75,35,-19.0,26.3,3,2,11,2,37.0,91.4,0,8.7,11.7,0.12,1.1,1,37,7,2,1
P103,1,10,5,1.4,75,63,-1.7,8.6,2,2,5,3,13.8,83.3,1,7.7,5.6,0.13,8.6,2,63,5,2,0
P134,12,14,6,3.4,79,53,-29.7,-4.4,1,2,8,8,26.7,61.7,0,9.5,14.6,0.59,5.8,0,86,7,5,1
P291,14,14,10,1.6,71,42,-7.5,6.5,2,1,5,4,11.1,92.0,0,8.4,8.6,0.65,6.2,1,43,5,1,1
P148,4,7,10,7.0,63,35,-28.9,9.3,1,2,8,2,11.1,84.8,3,10.1,9.0,0.72,6.8,0,33,4,4,1
P116,10,14,13,5.9,27,31,-18.7,23.8,2,2,5,1,13.9,61.4,2,7.7,13.0,0.86,10.6,1,47,5,3,0
P271,12,10,4,6.6,32,29,16.1,-9.1,2,1,6,3,30.2,92.1,2,10.4,5.6,0.59,7.1,1,69,4,1,0
P319,6,7,13,4.7,23,11,13.7,7.4,2,2,6,1,25.8,67.2,0,9.3,12.0,0.68,7.7,1,6,3,5,0
P257,11,10,14,3.5,71,50,17.2,10.2,1,1,5,2,12.9,61.7,1,9.5,5.1,0.21,1.2,1,51,3,3,0
P145,12,10,14,1.0,30,63,-4.5,14.8,3,1,13,6,20.9,66.2,1,8.7,9.0,0.53,10.1,2,51,4,4,0
P472,10,14,7,2.9,34,66,-9.9,33.6,1,1,16,1,18.7,58.2,0,8.9,8.5,0.35,4.4,0,55,7,4,0
P105,2,14,9,4.6,75,27,10.9,23.3,1,2,9,1,22.3,79.8,0,8.6,8.1,0.61,9.2,1,13,3,5,1
P198,7,21,11,5.7,65,14,-35.2,0.0,0,2,5,5,12.4,92.9,0,9.0,11.4,0.71,11.3,1,49,1,4,1
P479,7,10,6,2.6,37,55,18.7,18.5,1,3,6,2,27.3,80.6,1,7.5,6.0,0.49,4.7,1,53,3,5,0
P332,11,14,6,2.0,39,30,-12.3,5.6,2,2,5,2,6.0,88.0,1,7.4,9.3,0.2,5.5,3,84,7,2,0
P136,4,10,11,2.4,20,31,0.5,26.5,2,2,10,5,26.6,70.4,3,9.1,12.2,0.73,4.8,2,19,5,4,0
P379,4,21,11,3.5,20,12,3.7,-2.3,3,3,6,3,13.6,90.7,0,10.3,11.5,0.38,5.6,2,20,4,3,0
P448,1,10,11,2.0,30,18,-2.3,-3.5,3,1,13,2,22.5,53.6,0,8.2,13.0,0.69,5.0,1,31,2,1,0
P401,13,7,4,2.1,48,11,13.5,-5.4,3,2,8,3,39.0,64.7,1,8.2,5.2,0.79,9.1,0,69,4,2,1
P280,2,21,11,1.3,48,37,-22.7,14.5,1,4,9,3,40.4,92.3,1,10.1,3.1,0.59,9.5,4,72,3,1,0
P194,9,21,11,7.0,43,43,-8.1,-4.5,4,3,9,6,10.3,67.3,2,7.2,3.8,0.24,5.2,1,22,4,3,0
P198,10,10,5,2.5,39,62,-14.2,-8.1,3,0,6,5,5.1,52.3,1,9.9,14.2,0.42,10.0,1,54,5,2,0
P287,8,10,12,6.8,49,68,2.2,5.0,3,3,10,3,40.5,94.4,0,8.7,3.2,0.37,7.2,1,19,4,5,0
P215,8,14,10,4.1,57,19,-16.3,25.9,3,4,8,4,9.2,88.6,1,7.2,5.1,0.72,8.9,2,86,4,4,1
P290,9,7,11,5.4,24,11,13.6,-3.0,2,0,11,4,10.6,55.7,0,8.6,11.1,0.24,8.3,0,22,4,5,0
P352,7,21,5,1.5,64,57,-10.6,6.1,2,2,9,2,28.0,60.0,1,7.2,14.4,0.39,10.1,3,54,8,1,0
P260,13,21,7,5.1,29,15,-7.8,9.6,0,0,3,2,43.2,89.6,2,9.6,10.3,0.22,8.0,0,50,6,5,0
P355,9,21,10,3.0,25,53,-10.4,29.4,4,2,8,5,25.5,69.6,1,9.3,13.1,0.41,7.7,0,32,6,2,0
P422,10,14,9,1.7,23,63,-2.6,11.4,1,2,7,4,35.7,69.9,0,8.2,6.8,0.1,5.9,0,31,7,5,0
P227,12,7,10,7.4,23,45,-9.4,13.0,3,1,7,1,31.1,86.3,0,9.9,3.6,0.28,7.4,1,24,4,4,0
P117,2,21,4,5.2,26,17,16.2,1.5,5,0,6,4,19.3,53.9,0,8.5,6.6,0.78,1.5,2,10,3,5,1
P380,6,21,11,2.7,67,19,-32.1,20.1,1,1,6,1,18.0,79.1,0,7.8,7.0,0.49,7.5,0,45,2,1,1
P322,3,14,10,3.9,52,42,-39.2,-8.8,1,5,7,3,29.9,63.6,0,7.5,4.2,0.19,2.3,1,58,3,4,1
P153,11,10,7,3.5,28,28,-8.7,33.4,2,0,9,2,17.5,82.5,1,8.7,9.3,0.11,2.3,0,16,4,2,0
P157,6,21,4,5.9,45,27,5.9,12.4,1,1,5,2,27.3,55.6,1,7.8,3.7,0.26,1.7,0,7,2,2,0
